label,message
ham,Did you get my email? Let me know when you can talk. js ukohsfxkd
ham,"No worries, take your time. I'll be here. ewwc wznplixfvmmya"
ham,Lunch at the usual place? 12:30 works for me.
spam,Win a trip to Bahamas! You are selected. Call 9901796894 within 48 hours. Ref: HOLS7344
ham,Lunch at the usual place? 12:30 works for me. wzy
spam,WINNER!! You have been selected to win a cash prize of £5238 CALL NOW 7245522987
ham,Remember we have that dentist appointment tomorrow at 2pm. psntcdczqedwtgdr
ham,"No worries, take your time. I'll be here. vsems"
ham,Meeting has been moved to 3pm. See you there. kanmgowgtnemxwaih
spam,Claim your FREE gift now! Text YES to 8520174713 to receive your £2931 voucher. Ts&Cs apply.
ham,Just finished the report. Will send it over shortly. ardx
ham,The package has been delivered to your door. ygvsqfqbvaoei
ham,"Running 10 mins late, sorry! Almost there. wuvxncguxfvxt"
ham,"Thanks for helping me yesterday, really appreciate it. iogcbrvzzeozy"
ham,"Thanks for helping me yesterday, really appreciate it. nqssnill"
ham,Can we reschedule our call to tomorrow morning? w
ham,"Mom says dinner is ready at 7, don't be late. kznzsqntcfajsqhlyd"
spam,PRIVATE! Your 2003 Account Statement shows £5976 UNCLAIMED! Call 7260060661 to claim.
ham,"Just got out of the meeting, calling you in 5. ocwgjs wghwmlpb"
ham,"Thanks for helping me yesterday, really appreciate it. mfjnd"
ham,Just finished the report. Will send it over shortly. ipk
spam,WINNER!! You have been selected to win a cash prize of £4236 CALL NOW 9051831252
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/8792
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8446p/msg."
ham,Are you coming to the party tonight? It starts at 8. tpgngft
ham,Can you pick up some milk on your way home? hqljglhekvsdjqyfvg
ham,The kids are asking about the weekend trip. You in? xewe
spam,CASH PRIZE: Draw shows you have won a top prize of £1420. To collect call 9807773530.
spam,Claim your FREE gift now! Text YES to 7408810792 to receive your £1594 voucher. Ts&Cs apply.
ham,Can you send me the address again? I lost it. vaugutlialzqmunfdp
ham,Remember we have that dentist appointment tomorrow at 2pm. zjij
ham,Just finished the report. Will send it over shortly. iaoqzvfi
ham,Meeting has been moved to 3pm. See you there. f
ham,Did you get my email? Let me know when you can talk. tuiezzuwlvw
ham,"Running 10 mins late, sorry! Almost there. bxbktzvrpjaxz"
ham,"Just checking in, how are you feeling today? gln"
ham,Can you send me the address again? I lost it. quoqacbayx
ham,Did you see the game last night? What a match! yaiersh jh rriax
ham,Meeting has been moved to 3pm. See you there. ohfwfglb olquyhdyhtm
spam,URGENT! Your Mobile number has been awarded a £9383 Bonus Caller Prize. Call 9525157887 now.
ham,"Thanks for helping me yesterday, really appreciate it. nlrhhihyfarvwu tmhr"
spam,URGENT! Your Mobile number has been awarded a £5023 Bonus Caller Prize. Call 8903145590 now.
ham,Meeting has been moved to 3pm. See you there. xgcjgbw
spam,Congratulations! Your mobile has won £5894 prize. Call 9404681399 to claim. Send STOP to opt out.
ham,"Thanks for helping me yesterday, really appreciate it. nmwmyehojmey"
ham,"No worries, take your time. I'll be here. fd"
ham,Are you coming to the party tonight? It starts at 8. fnbh
ham,The kids are asking about the weekend trip. You in? qbtbh
spam,Hot singles in your area! Text MEET to 9412365931. Msgs cost £6440 ea. Stop: STOP.
ham,"Just got out of the meeting, calling you in 5. nwrjqyppeyhjhtzead"
ham,Did you see the game last night? What a match! xvo
ham,"Hey, are you free this evening? We could grab dinner. nfpeftiaylpjziu"
ham,"Thanks for helping me yesterday, really appreciate it. wcvnblm"
ham,Just finished the report. Will send it over shortly. tyrrbuikemk
ham,"No worries, take your time. I'll be here. vewmrkilguo"
ham,Did you get my email? Let me know when you can talk. rsjobjr dgmdoh
spam,PRIVATE! Your 2003 Account Statement shows £9225 UNCLAIMED! Call 7943239974 to claim.
spam,Win a trip to Bahamas! You are selected. Call 7034628465 within 48 hours. Ref: HOLS252
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7646p/msg.
ham,Are you coming to the party tonight? It starts at 8. ftsqepudzxxthwa s
spam,CASH PRIZE: Draw shows you have won a top prize of £2134. To collect call 9225231724.
ham,The package has been delivered to your door.
spam,CASH PRIZE: Draw shows you have won a top prize of £300. To collect call 9465587067.
ham,Did you get my email? Let me know when you can talk. skvgxqiicaad
ham,Remember we have that dentist appointment tomorrow at 2pm. jmzmyaucdyvpkq
ham,The package has been delivered to your door. wd
ham,Are you coming to the party tonight? It starts at 8. cek
ham,Did you get my email? Let me know when you can talk.
spam,Win a trip to Bahamas! You are selected. Call 9204340231 within 48 hours. Ref: HOLS6031
spam,You have an important message waiting. Call 7958796521 now. Calls cost £5946p/min.
ham,"Running 10 mins late, sorry! Almost there. fdiztyfkmmtnaa"
spam,Your FREE loan of £7065 is approved. Call 7939915527 to collect. Ts&Cs apply.
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/8009
spam,Naughty text messages! Txt CHAT to 8699013395 £7180/msg 2 stop txt STOP.
ham,Are you coming to the party tonight? It starts at 8. srimkzlszekhsvfk
ham,Did you get my email? Let me know when you can talk. fmdudfty
spam,You have won a Nokia 6610. Call 8823212172 now to claim. Send STOP to 87239 to end.
spam,URGENT! Your Mobile number has been awarded a £4594 Bonus Caller Prize. Call 7195488441 now.
ham,"Running 10 mins late, sorry! Almost there. wr jaeivjbrkvdiaimv"
spam,Your FREE loan of £6843 is approved. Call 7254630933 to collect. Ts&Cs apply.
ham,Did you get my email? Let me know when you can talk. myzkvsob wpdw
ham,The package has been delivered to your door. zsdinpsfbbhh
spam,Congratulations! Your mobile has won £2270 prize. Call 7374938761 to claim. Send STOP to opt out.
spam,Win a trip to Bahamas! You are selected. Call 9407275865 within 48 hours. Ref: HOLS5814
ham,Just finished the report. Will send it over shortly. pu
ham,"Running 10 mins late, sorry! Almost there. zymu p mxx"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £7351p/msg."
spam,CASH PRIZE: Draw shows you have won a top prize of £5470. To collect call 7637045876.
spam,Naughty text messages! Txt CHAT to 7714418371 £5916/msg 2 stop txt STOP.
ham,"Just got out of the meeting, calling you in 5. dxdlwq twjcywilyv"
spam,You have won a Nokia 6610. Call 8533706498 now to claim. Send STOP to 87239 to end.
ham,Can we reschedule our call to tomorrow morning? s
ham,"No worries, take your time. I'll be here. s"
spam,CASH PRIZE: Draw shows you have won a top prize of £5229. To collect call 9472866768.
ham,"Running 10 mins late, sorry! Almost there. wrxtj bxyaupbbvxh"
ham,Can you pick up some milk on your way home? rv
spam,Your FREE loan of £1206 is approved. Call 8480915452 to collect. Ts&Cs apply.
spam,Hot singles in your area! Text MEET to 9864283209. Msgs cost £5167 ea. Stop: STOP.
ham,The package has been delivered to your door. bbpfgguqndcgb
ham,The package has been delivered to your door. ymjeivexedylpqshwg
ham,The package has been delivered to your door. phuz
ham,Can you pick up some milk on your way home? pphenpgkhdnlnzmu xe
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/6309
ham,"Running 10 mins late, sorry! Almost there.  fhw"
ham,"Just got out of the meeting, calling you in 5. xcejaixb svyd"
spam,Naughty text messages! Txt CHAT to 7272003213 £5969/msg 2 stop txt STOP.
ham,Just finished the report. Will send it over shortly. rasagxjcvalw
spam,You have won a Nokia 6610. Call 7094229853 now to claim. Send STOP to 87239 to end.
spam,You have won a Nokia 6610. Call 8736889606 now to claim. Send STOP to 87239 to end.
spam,Hot singles in your area! Text MEET to 7241011818. Msgs cost £7898 ea. Stop: STOP.
spam,URGENT! Your Mobile number has been awarded a £4577 Bonus Caller Prize. Call 8327079104 now.
spam,URGENT! Your Mobile number has been awarded a £3314 Bonus Caller Prize. Call 8416760621 now.
spam,You have won a Nokia 6610. Call 9313993297 now to claim. Send STOP to 87239 to end.
spam,You have won a Nokia 6610. Call 8846355528 now to claim. Send STOP to 87239 to end.
ham,The package has been delivered to your door.  hqhtgwnomtb
ham,Are you coming to the party tonight? It starts at 8. flhsfdcerqzlotm
ham,"Just checking in, how are you feeling today? nrbyfrciued"
ham,Can we reschedule our call to tomorrow morning? otmbdmusdo
spam,You have won a Nokia 6610. Call 8915193614 now to claim. Send STOP to 87239 to end.
ham,The package has been delivered to your door. pqjy
spam,Claim your FREE gift now! Text YES to 9240885202 to receive your £2985 voucher. Ts&Cs apply.
ham,Did you get my email? Let me know when you can talk. ccgodebucgkcieco
ham,The kids are asking about the weekend trip. You in? begdi
ham,Just finished the report. Will send it over shortly. iwgrfsenwklvi
ham,Happy birthday! Hope you have a wonderful day! tm
ham,The package has been delivered to your door. ormxvu
ham,"Just got out of the meeting, calling you in 5. ldwi dpewli uysp"
spam,WINNER!! You have been selected to win a cash prize of £8420 CALL NOW 7344076115
spam,Hot singles in your area! Text MEET to 7722452036. Msgs cost £4829 ea. Stop: STOP.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £9957p/msg.
ham,Can we reschedule our call to tomorrow morning? reysqeratsz
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8949p/msg."
ham,Just finished the report. Will send it over shortly. djwskrnsolqacspdfxh
spam,Hot singles in your area! Text MEET to 9261436148. Msgs cost £8943 ea. Stop: STOP.
ham,"Mom says dinner is ready at 7, don't be late. ocvmspk"
ham,"Running 10 mins late, sorry! Almost there.  fjboghfwvgcww"
ham,Can you send me the address again? I lost it. s
ham,Can we reschedule our call to tomorrow morning? ysscbjwou i
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £9657p/msg.
ham,The kids are asking about the weekend trip. You in? wzgpyvirosw
spam,PRIVATE! Your 2003 Account Statement shows £3726 UNCLAIMED! Call 9781645815 to claim.
ham,The package has been delivered to your door. by moqzhbkvu
spam,Congratulations! Your mobile has won £4740 prize. Call 9912923661 to claim. Send STOP to opt out.
ham,"Just got out of the meeting, calling you in 5. arxim"
ham,Lunch at the usual place? 12:30 works for me. vbqotwcfocg
ham,"Just checking in, how are you feeling today? qtd szlyvthludw sy"
spam,URGENT! Your Mobile number has been awarded a £500 Bonus Caller Prize. Call 7198486416 now.
ham,Happy birthday! Hope you have a wonderful day! qzaeemwbtv ihv
ham,The package has been delivered to your door. gzpuvhvuodil iscat m
spam,Win a trip to Bahamas! You are selected. Call 8454109425 within 48 hours. Ref: HOLS4442
ham,"Hey, are you free this evening? We could grab dinner. ofyovylixjxikgl"
ham,"No worries, take your time. I'll be here. ymbh"
ham,The package has been delivered to your door. da
ham,Did you get my email? Let me know when you can talk. v
ham,"Just got out of the meeting, calling you in 5. ciqpeeuvxqez rv"
ham,"Thanks for helping me yesterday, really appreciate it. grnn"
spam,Claim your FREE gift now! Text YES to 8702756809 to receive your £972 voucher. Ts&Cs apply.
ham,"Running 10 mins late, sorry! Almost there. jlrg be"
spam,You have an important message waiting. Call 8509882812 now. Calls cost £7372p/min.
ham,"Running 10 mins late, sorry! Almost there. qo lpkxcen"
ham,The package has been delivered to your door. btqqsvhhmmjhtmlbjm
ham,Meeting has been moved to 3pm. See you there. ggjdleecxxqznlj
ham,Can you send me the address again? I lost it. xb t
spam,PRIVATE! Your 2003 Account Statement shows £6304 UNCLAIMED! Call 8508526390 to claim.
spam,You have won a Nokia 6610. Call 8176904638 now to claim. Send STOP to 87239 to end.
ham,The package has been delivered to your door. fvgzjkzkmlo
ham,Can you pick up some milk on your way home? tdvcgnllbecnpcxuu
spam,Win a trip to Bahamas! You are selected. Call 9478286982 within 48 hours. Ref: HOLS1313
ham,Can you pick up some milk on your way home? xidkn
spam,Naughty text messages! Txt CHAT to 7698604397 £3795/msg 2 stop txt STOP.
ham,"Just checking in, how are you feeling today? limqwv"
ham,"Thanks for helping me yesterday, really appreciate it. jheyvy"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1213
spam,URGENT! Your Mobile number has been awarded a £5013 Bonus Caller Prize. Call 8616884203 now.
ham,Can you send me the address again? I lost it. ysfo
ham,Meeting has been moved to 3pm. See you there. xfcepbwnbtxthzoaiprc
spam,Hot singles in your area! Text MEET to 9953496140. Msgs cost £9611 ea. Stop: STOP.
ham,"Just checking in, how are you feeling today?"
ham,"Just checking in, how are you feeling today? rufvzlxacrcevukz"
ham,"Just got out of the meeting, calling you in 5. ubnltwasqxhfpnnzgm"
ham,Can you send me the address again? I lost it. kz vdjpngm fdypb
ham,Did you get my email? Let me know when you can talk. jjd
ham,"Just got out of the meeting, calling you in 5. xsdwxodwlljbibt du"
ham,Remember we have that dentist appointment tomorrow at 2pm. nururizxnv
ham,Just finished the report. Will send it over shortly. iioaqj
ham,"Just got out of the meeting, calling you in 5. kqulvkrqeuzofxoe"
ham,"Thanks for helping me yesterday, really appreciate it. zstwvwfzoypckhsyfutz"
ham,Did you get my email? Let me know when you can talk. rojrgzpqkrhtj vxftb
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £2947p/msg.
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £7272p/msg.
ham,Are you coming to the party tonight? It starts at 8. kqviwhuncndhhtavpdu
ham,Can we reschedule our call to tomorrow morning?  hzjhmkucpzqz
ham,Can you pick up some milk on your way home? kzqlvcwupvt
ham,Meeting has been moved to 3pm. See you there. rx
ham,"Just checking in, how are you feeling today?"
ham,Did you get my email? Let me know when you can talk. kpfsipyiz
ham,"Hey, are you free this evening? We could grab dinner. tpqgmmqse"
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £2677p/msg."
ham,The kids are asking about the weekend trip. You in?  uty
ham,Did you get my email? Let me know when you can talk. nyswbufc kukxbmqsk
ham,The package has been delivered to your door. wftv
ham,Meeting has been moved to 3pm. See you there. rbaikub
ham,Can we reschedule our call to tomorrow morning? x
ham,Can you pick up some milk on your way home? cva
ham,The package has been delivered to your door. sopxudlrpzaykb
ham,The package has been delivered to your door. ygqdtcdnxz
spam,Hot singles in your area! Text MEET to 8033921654. Msgs cost £7591 ea. Stop: STOP.
ham,"Thanks for helping me yesterday, really appreciate it. ntynqcf ptby"
ham,Meeting has been moved to 3pm. See you there. ef
ham,Just finished the report. Will send it over shortly.  gkdeot
ham,Meeting has been moved to 3pm. See you there. zozuabvzrubd
spam,You have won a Nokia 6610. Call 8841810119 now to claim. Send STOP to 87239 to end.
spam,URGENT! Your Mobile number has been awarded a £4842 Bonus Caller Prize. Call 7160916026 now.
spam,URGENT! Your Mobile number has been awarded a £9612 Bonus Caller Prize. Call 8140169349 now.
ham,Just finished the report. Will send it over shortly. gtfgpomvjcwl
ham,The kids are asking about the weekend trip. You in? py matyel
ham,Remember we have that dentist appointment tomorrow at 2pm. mwwvcsmsnxcplrty
ham,Meeting has been moved to 3pm. See you there.
ham,Just finished the report. Will send it over shortly. ffvncvekggaubzyo v a
ham,Remember we have that dentist appointment tomorrow at 2pm. teiblllrarp
spam,Naughty text messages! Txt CHAT to 8881625505 £6218/msg 2 stop txt STOP.
spam,PRIVATE! Your 2003 Account Statement shows £9654 UNCLAIMED! Call 7614685938 to claim.
ham,Just finished the report. Will send it over shortly. znivsht zxrrpa
ham,"Thanks for helping me yesterday, really appreciate it. p gqyituqbkiefby"
ham,Did you get my email? Let me know when you can talk. ko
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £3239p/msg.
ham,The kids are asking about the weekend trip. You in? up lcdrcyixfnhadzmhw
ham,Did you get my email? Let me know when you can talk. fogntd
ham,"No worries, take your time. I'll be here. jxvqnbwuot"
ham,The kids are asking about the weekend trip. You in? svlwihtjymp stz
ham,Just finished the report. Will send it over shortly. livpx
ham,Did you get my email? Let me know when you can talk. s sintusvjujqd
ham,Can you send me the address again? I lost it. t mykfrrseefwoswyja
ham,Are you coming to the party tonight? It starts at 8. kelpgjg
ham,Can we reschedule our call to tomorrow morning? ycojt ftbfogxx
spam,Congratulations! Your mobile has won £1141 prize. Call 9045460840 to claim. Send STOP to opt out.
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/3688
ham,"Mom says dinner is ready at 7, don't be late. v"
ham,Can you send me the address again? I lost it. gifhle xkzgj
ham,The kids are asking about the weekend trip. You in? gcmhwbqqezepaouzwngf
spam,Hot singles in your area! Text MEET to 8757218651. Msgs cost £8209 ea. Stop: STOP.
ham,"Mom says dinner is ready at 7, don't be late. hhbzgiycylmq"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1183
ham,Just finished the report. Will send it over shortly. lsuadi
ham,"Thanks for helping me yesterday, really appreciate it. caluvob"
ham,"No worries, take your time. I'll be here. kwqvbtljkp"
ham,Remember we have that dentist appointment tomorrow at 2pm. uljatlypganlf
spam,Hot singles in your area! Text MEET to 9763782498. Msgs cost £6271 ea. Stop: STOP.
ham,Did you see the game last night? What a match!
ham,"Just checking in, how are you feeling today? mz qvrrutdxkfcl"
spam,Win a trip to Bahamas! You are selected. Call 7429416213 within 48 hours. Ref: HOLS9324
ham,"Just checking in, how are you feeling today? tttgcb"
ham,Can you send me the address again? I lost it. ragctcfkf
ham,"Running 10 mins late, sorry! Almost there. chbkxtpivddgmdht ykc"
ham,Can we reschedule our call to tomorrow morning? clpdjeizcakqrlhasbnd
ham,Happy birthday! Hope you have a wonderful day! uhch
ham,"Just checking in, how are you feeling today?"
ham,Meeting has been moved to 3pm. See you there. dllrcums jaaarav
ham,Did you see the game last night? What a match! tms
spam,Claim your FREE gift now! Text YES to 7156078445 to receive your £2980 voucher. Ts&Cs apply.
ham,Remember we have that dentist appointment tomorrow at 2pm. fosmooaasqlmmx
spam,Naughty text messages! Txt CHAT to 8424768819 £8956/msg 2 stop txt STOP.
ham,The package has been delivered to your door. pavrnehcbdvrzgqcnsf
ham,"Just got out of the meeting, calling you in 5. obfhvukidumrmh"
spam,Claim your FREE gift now! Text YES to 8237886015 to receive your £8217 voucher. Ts&Cs apply.
spam,Win a trip to Bahamas! You are selected. Call 7838070464 within 48 hours. Ref: HOLS2336
ham,Can you send me the address again? I lost it. opzdelkkfkyldmsd
ham,"Just checking in, how are you feeling today? iv"
ham,Did you see the game last night? What a match! zk
ham,"Running 10 mins late, sorry! Almost there. gmgprcmx"
ham,"Running 10 mins late, sorry! Almost there. gflsvyt"
ham,"Thanks for helping me yesterday, really appreciate it. ajhftcyjpqtrd"
ham,Did you see the game last night? What a match! guowpstspistiegqbp
spam,You have an important message waiting. Call 8014766981 now. Calls cost £2519p/min.
ham,Meeting has been moved to 3pm. See you there. fj fhkc
ham,"Just got out of the meeting, calling you in 5. hg"
ham,Can you send me the address again? I lost it. uontytlvpenwua y
ham,Can you pick up some milk on your way home? bvbdvsmsxe
ham,Just finished the report. Will send it over shortly. liienbpondpndjtdac
ham,"Just checking in, how are you feeling today? rkqvz"
ham,The package has been delivered to your door. ksvqbq
spam,Congratulations! Your mobile has won £3924 prize. Call 8136253459 to claim. Send STOP to opt out.
ham,"Thanks for helping me yesterday, really appreciate it. sxvxdjocmmaqa"
ham,Happy birthday! Hope you have a wonderful day! kolzavpftwbcvwctpre
ham,Did you see the game last night? What a match!  zaeowhrvu rjg
spam,URGENT! Your Mobile number has been awarded a £7817 Bonus Caller Prize. Call 7313497572 now.
ham,"Just got out of the meeting, calling you in 5. nyyybdp"
spam,Your FREE loan of £6612 is approved. Call 9022691021 to collect. Ts&Cs apply.
ham,Meeting has been moved to 3pm. See you there. titjzkcoihzzkw
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £6508p/msg."
ham,Remember we have that dentist appointment tomorrow at 2pm. oqu hesfenklpdpgit
ham,"Thanks for helping me yesterday, really appreciate it. zsyyry"
ham,Did you see the game last night? What a match! fxktsmwkvynjjmtyjdq
ham,"Just checking in, how are you feeling today? krrsjrpuybkwxptdwnif"
ham,Are you coming to the party tonight? It starts at 8. dcuwwrnq cevexkhwkoa
ham,"No worries, take your time. I'll be here. syiurrrvkvnp"
ham,"Mom says dinner is ready at 7, don't be late. ixeuonfb"
ham,"Just got out of the meeting, calling you in 5. ewivk ghoskicyvdvhc"
spam,You have an important message waiting. Call 7754368373 now. Calls cost £6907p/min.
ham,Are you coming to the party tonight? It starts at 8. usbijxzyjvspl
ham,Just finished the report. Will send it over shortly. kr  uaezr uprkwdy
ham,"Thanks for helping me yesterday, really appreciate it. mx"
spam,IMPORTANT: Your account will be suspended. Verify now or lose access permanently at http://bit.ly/1805
spam,Your FREE loan of £3796 is approved. Call 9904788278 to collect. Ts&Cs apply.
ham,"Just got out of the meeting, calling you in 5. vk isofvlitympa"
ham,Are you coming to the party tonight? It starts at 8. l
ham,The kids are asking about the weekend trip. You in? affhqwqjom e
ham,Can we reschedule our call to tomorrow morning? qwraebvnfzvvy
ham,Meeting has been moved to 3pm. See you there. otwcnqunyjl
spam,Congratulations! Your mobile has won £6324 prize. Call 7415393687 to claim. Send STOP to opt out.
ham,"Just checking in, how are you feeling today? b"
spam,You have an important message waiting. Call 8727716512 now. Calls cost £824p/min.
ham,"Just got out of the meeting, calling you in 5. akeavtwkariqxjx"
ham,Meeting has been moved to 3pm. See you there. s
spam,WINNER!! You have been selected to win a cash prize of £8937 CALL NOW 7223705953
ham,"No worries, take your time. I'll be here. fyymrh vyxugw"
spam,Congratulations! Your mobile has won £6722 prize. Call 9210174072 to claim. Send STOP to opt out.
ham,"Hey, are you free this evening? We could grab dinner. sdxdshhnyjmvbw"
ham,Remember we have that dentist appointment tomorrow at 2pm. qgqdc
ham,Can you pick up some milk on your way home? iuuble
ham,The package has been delivered to your door. hl
ham,"No worries, take your time. I'll be here. jgdepjajvhhrvhabd mi"
ham,Can you send me the address again? I lost it. u t
ham,"Thanks for helping me yesterday, really appreciate it."
ham,"Thanks for helping me yesterday, really appreciate it. gvv"
ham,Happy birthday! Hope you have a wonderful day! qczkgtld
ham,Can we reschedule our call to tomorrow morning?
ham,Lunch at the usual place? 12:30 works for me. qqxehkhjpmscbu
ham,"Just checking in, how are you feeling today? gkeudhwiharmy"
ham,The package has been delivered to your door. sbzcwr
ham,"Just got out of the meeting, calling you in 5. iiulitodwxnqpe"
ham,"Thanks for helping me yesterday, really appreciate it. jlv uo"
ham,"Thanks for helping me yesterday, really appreciate it. vjphmjvpaaithvfw"
spam,WINNER!! You have been selected to win a cash prize of £5969 CALL NOW 8021908455
ham,Did you see the game last night? What a match! secjlrgfsaefd
spam,Hot singles in your area! Text MEET to 8747654202. Msgs cost £2687 ea. Stop: STOP.
spam,You have an important message waiting. Call 7039262289 now. Calls cost £2574p/min.
ham,"Just got out of the meeting, calling you in 5. uxuqi mswcwsggvx"
spam,PRIVATE! Your 2003 Account Statement shows £2946 UNCLAIMED! Call 7756345332 to claim.
ham,"Thanks for helping me yesterday, really appreciate it. lttg riqwqobcjqnz"
ham,"Mom says dinner is ready at 7, don't be late. yncmy"
ham,"Hey, are you free this evening? We could grab dinner. rshvd"
ham,"Just checking in, how are you feeling today? bqfsgfpgp"
spam,You have won a Nokia 6610. Call 7638367047 now to claim. Send STOP to 87239 to end.
ham,Happy birthday! Hope you have a wonderful day! r vjehdxumsmtitz
spam,Naughty text messages! Txt CHAT to 9355172948 £9690/msg 2 stop txt STOP.
spam,Naughty text messages! Txt CHAT to 8918260963 £5600/msg 2 stop txt STOP.
ham,The kids are asking about the weekend trip. You in? cenzqwacmzedspykfxw
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £5920p/msg."
ham,"Running 10 mins late, sorry! Almost there. pjszkizpb fia"
ham,The kids are asking about the weekend trip. You in? ahznutwmoz
spam,WINNER!! You have been selected to win a cash prize of £3596 CALL NOW 9047869247
ham,Lunch at the usual place? 12:30 works for me. g
spam,FREE entry to win FA Cup final tkts. Text FA to 87121. Cost £8466p/msg.
ham,"Hey, are you free this evening? We could grab dinner. lmfqc dbeefdssmmrb"
ham,Just finished the report. Will send it over shortly. bpk
ham,Meeting has been moved to 3pm. See you there. wuxkrdvvveoiqpxwsux
ham,"No worries, take your time. I'll be here. nkldbxavvg"
ham,The package has been delivered to your door. axk
ham,"Mom says dinner is ready at 7, don't be late. fwmplnhsmg rrrwyclih"
ham,"Just got out of the meeting, calling you in 5. hgbarkc ymmumzufmp"
spam,CASH PRIZE: Draw shows you have won a top prize of £6584. To collect call 8178884276.
ham,"Just got out of the meeting, calling you in 5. xoypzpimwqrfmewmi"
ham,Can we reschedule our call to tomorrow morning? ouxuvzi
ham,Meeting has been moved to 3pm. See you there. fnfbieh hmoahllzld
ham,Lunch at the usual place? 12:30 works for me. fpoz
ham,Did you get my email? Let me know when you can talk. iemoccvuqvihjqdkjwq
ham,The kids are asking about the weekend trip. You in? xt
ham,Can you send me the address again? I lost it. hlwrpcdzuq
ham,"Hey, are you free this evening? We could grab dinner. eh"
ham,Can you pick up some milk on your way home?
ham,"No worries, take your time. I'll be here. buqxahrhwimqwasudpts"
ham,"Just checking in, how are you feeling today? jcyg"
spam,Win a trip to Bahamas! You are selected. Call 9058297345 within 48 hours. Ref: HOLS9896
ham,Did you see the game last night? What a match! dwag ex xt
spam,URGENT! Your Mobile number has been awarded a £5006 Bonus Caller Prize. Call 7124327519 now.
ham,"No worries, take your time. I'll be here. kbunyuudgouro"
ham,"Just got out of the meeting, calling you in 5.  ah"
spam,PRIVATE! Your 2003 Account Statement shows £6855 UNCLAIMED! Call 7106456634 to claim.
ham,"Just got out of the meeting, calling you in 5. wdkrqtwelusl"
spam,Congratulations! Your mobile has won £4749 prize. Call 9213849513 to claim. Send STOP to opt out.
spam,Naughty text messages! Txt CHAT to 8502468844 £2417/msg 2 stop txt STOP.
spam,Hot singles in your area! Text MEET to 9215813941. Msgs cost £1780 ea. Stop: STOP.
ham,"Mom says dinner is ready at 7, don't be late. rbsfkgqcww"
ham,"Hey, are you free this evening? We could grab dinner. bahamtzcjr ukhriadd"
spam,WINNER!! You have been selected to win a cash prize of £4881 CALL NOW 8777300707
ham,Just finished the report. Will send it over shortly. rpmxdvrybwn
ham,Did you see the game last night? What a match! dgmjciqqafsudyqqgzv
ham,Did you see the game last night? What a match! bwjsqosvxyqpmm
ham,Can you pick up some milk on your way home? dfvvxuzgwqpfummal
ham,Remember we have that dentist appointment tomorrow at 2pm. odaoichsvzcmo
ham,Meeting has been moved to 3pm. See you there. aehcj
spam,WINNER!! You have been selected to win a cash prize of £3892 CALL NOW 8237401063
ham,Can we reschedule our call to tomorrow morning?  cpcd
ham,Lunch at the usual place? 12:30 works for me. mr
ham,Did you see the game last night? What a match! lrqyspsoinpsxip v
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £398p/msg."
ham,Are you coming to the party tonight? It starts at 8.
ham,Lunch at the usual place? 12:30 works for me. crlm
ham,The package has been delivered to your door. sxolqstoptevq
ham,"Mom says dinner is ready at 7, don't be late. jtoizzxf"
ham,"Running 10 mins late, sorry! Almost there. pjzzbqy tjm"
ham,"Hey, are you free this evening? We could grab dinner. ayvcbhonlajnuvy"
ham,"Thanks for helping me yesterday, really appreciate it. orcxvedapuxbk"
ham,"No worries, take your time. I'll be here. oovxyk"
ham,Can you send me the address again? I lost it.  zqxf
ham,The kids are asking about the weekend trip. You in? dwgm
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 send to 87575. Cost: £8601p/msg."
spam,Congratulations! Your mobile has won £1498 prize. Call 7400420225 to claim. Send STOP to opt out.
ham,"Mom says dinner is ready at 7, don't be late. gezkdnjkaqstldmipwz"
spam,Naughty text messages! Txt CHAT to 7240251661 £5413/msg 2 stop txt STOP.
ham,Remember we have that dentist appointment tomorrow at 2pm.
ham,Lunch at the usual place? 12:30 works for me. oqjv jmmqczrug
